"1530";"1536";"5128";"72.00000";"80.00000";"0.00000";NULL;"5126";"72.00000";"0";"0";"0";"0";"0";"0";NULL;"1";NULL;"0";"1449144655";"1449144806"
"1531";"1536";"5127";"0.00000";"80.00000";"0.00000";NULL;"5126";"0.00000";"0";"0";"0";"0";"0";"0";NULL;"1";NULL;"0";"1449144691";"1449144815"
"1532";"1537";"5126";"20.00000";"20.00000";"0.00000";NULL;"5126";"20.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;"1449144806"
"1533";"1528";"5128";NULL;"100.00000";"0.00000";NULL;NULL;"90.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1261";"1352";"2768";NULL;"100.00000";"0.00000";NULL;"2768";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1262";"1308";"2768";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1263";"1353";"2768";NULL;"100.00000";"0.00000";NULL;"2768";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1264";"1309";"2768";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1302";"850";"463";NULL;"8.00000";"0.00000";NULL;"463";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1368";"1485";"2";NULL;"200.00000";"0.00000";NULL;"3088";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1369";"1484";"2";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1509";"1502";"714";NULL;"100.00000";"0.00000";NULL;"714";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1510";"1503";"714";NULL;"100.00000";"0.00000";NULL;"714";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1511";"1504";"714";NULL;"100.00000";"0.00000";NULL;"714";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1512";"1509";"348";NULL;"100.00000";"0.00000";NULL;"348";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1513";"1508";"348";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
